ID,LTV,CLTV,Orig_Bal,Orig_Term,Orig_Rate,State,FICO,Occupancy,Type
3835,77.88,77.88,440000,480,7.75,CA,615,OO,ARM
3836,80,80,185600,360,8.4,AZ,543,OO,ARM
3837,80,100,220000,480,7.65,CA,625,OO,ARM
3838,90,90,621000,360,7.9,CA,710,OO,ARM
3839,85,85,95710,360,8.4,MO,618,OO,ARM
3840,50.79,50.79,160000,240,6.65,HI,617,OO,Fix
3841,95,95,120650,360,7.999,IL,631,OO,ARM
3842,80,80,174400,360,9.525,WI,536,OO,ARM
3843,80,80,185600,360,9.48,RI,503,OO,ARM
3844,80,100,692000,360,8.15,CA,649,OO,ARM
3845,90,90,297000,360,8.75,MI,614,OO,Fix
3846,80,100,342400,360,8.25,CA,632,OO,ARM
3847,90,90,75150,360,9.85,AL,571,OO,ARM
3848,60.02,60.02,80000,180,7.875,FL,587,OO,ARM
3849,80,100,419200,360,8.25,CA,638,OO,ARM
3850,90,90,89910,360,10,MO,641,IO,ARM
3851,80,80,260000,360,6.75,HI,678,IO,ARM
3852,80,80,268000,360,9.1,CA,549,OO,ARM
3853,90,90,89910,360,10.6,OH,658,IO,ARM
3854,80,100,236000,360,7.65,CA,628,OO,ARM
3855,90,100,79200,360,8.2,IN,797,IO,ARM
3856,90,100,274500,360,8.1,FL,619,OO,ARM
3857,90,90,112500,360,9.99,WI,518,OO,ARM
3858,90,90,495000,360,7.9,NY,665,IO,Fix
3859,95,95,194750,360,7.25,FL,679,OO,ARM
3860,83.34,83.34,271773,360,7.2,FL,673,OO,Fix
3861,90,90,110700,360,9.55,PA,676,IO,ARM
3862,70,70,168000,360,9.75,OR,527,OO,ARM
3863,79.3,79.3,101500,360,8.2,LA,574,OO,Fix
3864,80,100,608000,360,7.5,CA,705,OO,ARM
3865,88.42,88.42,252000,480,8.15,FL,552,OO,ARM
3866,80,100,220000,360,6.25,FL,647,OO,ARM
3867,95,95,80465,360,11,IN,668,IO,ARM
3868,95,95,223250,480,9.65,CA,613,OO,ARM
3869,90,90,112500,480,8.7,AL,601,OO,ARM
3870,80,80,300000,480,9.1,AZ,528,OO,ARM
3871,89.87,89.87,337000,360,7.85,CA,620,OO,ARM
3872,73.33,73.33,110000,360,8.35,NJ,556,OO,ARM
3873,68.02,68.02,117000,360,6.375,FL,661,OO,Fix
3874,80,100,652000,480,6.99,CA,614,OO,ARM
3875,95,95,285000,480,8.99,NV,591,OO,ARM
3876,80,100,488000,360,7.75,CA,644,OO,ARM
3877,90,90,186480,360,7.25,WI,679,OO,Fix
3878,93.68,93.68,311000,360,7.25,CO,666,OO,ARM
3879,80,80,348000,480,8.65,IL,516,OO,ARM
3880,72.73,72.73,136000,360,7.875,NH,560,OO,ARM
3881,90,90,378000,480,8.3,NY,648,OO,ARM
3882,75,75,405000,360,8.99,NY,542,OO,ARM
3883,80,100,624000,480,9.65,WA,663,OO,ARM
3884,95,95,223250,360,8.3,AZ,623,OO,ARM
3885,80,100,356000,480,7.75,CA,703,OO,ARM
3886,80,100,408000,360,7.75,CA,610,OO,ARM
3887,44.61,44.61,130000,180,6.65,CA,678,OO,Fix
3888,90,90,76500,360,8.75,OH,661,IO,ARM
3889,78.01,78.01,110000,360,8.4,TX,551,OO,Fix
3890,85,85,144500,360,7.7,FL,586,OO,Fix
3891,90,90,135000,360,7.99,UT,686,OO,ARM
3892,73.68,73.68,140000,480,8.1,AZ,554,OO,ARM
3893,21.82,21.82,60000,360,7.75,CA,667,OO,Fix
3894,80,100,219200,360,7.775,CT,637,OO,ARM
3895,45.77,45.77,184000,480,8.85,FL,519,OO,Fix
3896,80,100,94400,360,7.99,OK,604,OO,Fix
3897,20,100,29500,360,11.45,MA,683,OO,Fix
3898,80,96,560000,360,8.45,CA,641,OO,ARM
3899,61.75,61.75,184000,360,6.95,FL,608,OO,Fix
3900,90,90,77400,360,9.375,IL,558,OO,ARM
3901,90,90,146700,360,9.99,IL,545,OO,ARM
3902,75,75,168750,360,7.85,FL,669,OO,ARM
3903,90,90,342000,360,7.99,MD,696,IO,ARM
3904,90,90,382500,360,7.9,NY,570,OO,ARM
3905,85,85,85765,360,6.75,NY,756,OO,Fix
3906,95,95,389500,480,9.99,CA,552,OO,ARM
3907,80,80,296000,360,10.5,NY,551,OO,ARM
3908,80,80,149600,360,8.4,IL,549,OO,ARM
3909,90,100,274500,360,9.65,CA,559,OO,ARM
3910,80,98.46,208000,360,8.25,MD,655,OO,ARM
3911,80,80,328000,480,8.95,CA,574,OO,ARM
3912,20,100,135000,360,12.5,CA,630,OO,Fix
3913,90,90,202500,360,8.45,AZ,608,OO,ARM
3914,87.59,87.59,272000,300,6.99,WA,711,OO,Fix
3915,94.17,94.17,216600,480,8.35,IL,606,OO,ARM
3916,80,100,248000,480,8.4,AZ,656,OO,ARM
3917,90,100,60300,360,10.225,IN,611,IO,Fix
3918,80,100,119920,360,7.25,FL,657,OO,Fix
3919,80,80,193600,480,7.8,IL,613,OO,Fix
3920,80,100,122000,360,8.5,FL,643,OO,ARM
3921,80,97.36,212000,360,7.2,FL,607,OO,ARM
3922,78.74,78.74,499999,480,10,CO,585,IO,ARM
3923,52.17,54.89,120000,360,9.475,MN,522,OO,ARM
3924,85,85,132600,240,7.6,AZ,646,OO,Fix
3925,95,95,152000,360,9.25,NC,559,OO,ARM
3926,80,100,140000,480,8.6,FL,605,OO,ARM
3927,91.88,91.88,317000,480,8.75,MD,642,OO,ARM
3928,90,90,96210,360,10.85,MO,635,IO,ARM
3929,90,90,281700,480,10,IL,753,IO,ARM
3930,90,90,271170,360,6.2,CO,712,OO,Fix
3931,90,90,225000,360,9.4,CA,720,IO,ARM
3932,68.64,68.64,151000,480,7.8,AZ,508,OO,ARM
3933,85.14,85.14,166600,480,8.75,FL,650,IO,ARM
3934,80,100,345600,360,7.5,CA,648,OO,ARM
3935,80,100,204000,360,8.05,AZ,701,OO,ARM
3936,95,95,90250,360,8.95,MO,556,OO,ARM
3937,80,100,424000,360,8,FL,670,OO,ARM
3938,80,100,376000,360,7.75,CA,614,OO,ARM
3939,80,100,143200,360,8.15,ID,631,OO,ARM
3940,80,80,236000,360,8,CA,584,OO,ARM
3941,80,100,132000,360,7.25,NM,646,OO,ARM
3942,80,100,196000,480,7.95,AZ,681,OO,ARM
3943,95,100,288790,360,7.5,CA,664,OO,ARM
3944,89.93,89.93,125000,360,9.05,WI,562,OO,ARM
3945,89.98,89.98,198850,480,8.025,FL,670,IO,ARM
3946,85,85,433500,360,7.99,CA,654,OO,ARM
3947,90,90,405000,480,7.75,CA,563,OO,ARM
3948,90,90,864000,480,6.5,HI,664,OO,Fix
3949,90,90,328500,360,10.125,IL,551,OO,ARM
3950,77.84,77.84,513750,480,6.99,HI,583,OO,Fix
3951,90,90,281250,360,7.75,AZ,643,SH,ARM
3952,85.5,85.5,270500,360,6.99,FL,730,OO,Fix
3953,20.49,20.49,100000,360,7,CA,639,OO,Fix
3954,90,90,137700,360,8.85,OH,543,OO,ARM
3955,95,95,175750,360,7.95,OH,628,OO,ARM
3956,95,95,332500,360,9.55,NV,615,OO,ARM
3957,90,90,373500,480,7.55,CA,604,IO,ARM
3958,20,100,23112,360,12.1,NE,600,OO,Fix
3959,80,100,206360,480,9.25,WA,650,OO,ARM
3960,90,90,294300,480,7.99,CA,589,OO,ARM
3961,90,100,196200,480,7.99,FL,675,OO,ARM
3962,90,90,105867,180,6.99,OH,720,OO,Fix
3963,80,100,377600,360,7.375,CA,649,OO,ARM
3964,87.14,87.14,305000,480,7.75,NJ,672,IO,Fix
3965,90,90,256500,480,8,MD,580,OO,ARM
3966,100,100,347500,480,10.9,CA,666,OO,ARM
3967,100,100,85000,360,10.45,MO,643,OO,ARM
3968,90,90,245700,360,9.75,IL,597,OO,ARM
3969,80,100,608000,360,8.3,CA,693,OO,ARM
3970,95,95,93100,360,8.625,TN,577,OO,ARM
3971,95,95,95000,360,9.45,NC,706,OO,ARM
3972,95,95,209000,480,8.65,FL,612,OO,ARM
3973,80,99.84,504000,480,9.9,CA,528,OO,ARM
3974,90,90,378000,480,7.25,CA,638,OO,ARM
3975,80,100,164000,480,7.75,AZ,610,OO,ARM
3976,79.01,79.01,320000,480,8.875,FL,612,OO,ARM
3977,95,95,263150,360,9.35,AZ,611,OO,ARM
3978,90,90,116910,360,10,TX,511,OO,ARM
3979,95,95,187150,480,9.8,OR,689,IO,ARM
3980,90,90,343800,480,7.5,MA,560,OO,ARM
3981,17.36,97.36,46000,360,12.05,FL,607,OO,Fix
3982,80,100,623200,360,6.65,CA,659,OO,ARM
3983,80,100,123964,360,8.35,KY,606,OO,ARM
3984,90,90,495000,360,8.5,CA,558,OO,ARM
3985,75,75,133500,360,11.05,NJ,501,OO,ARM
3986,90,90,58950,360,11.8,IA,514,OO,ARM
3987,90,90,288000,360,7.75,WA,645,OO,ARM
3988,90,90,115106,360,8.85,IL,558,OO,ARM
3989,90,90,90450,360,9.297,MI,554,OO,Fix
3990,90,90,85500,360,11,TX,628,IO,ARM
3991,80,100,182080,360,7.95,LA,610,OO,ARM
3992,90,90,162900,360,8.95,FL,671,IO,ARM
3993,90,90,74700,360,11.25,MO,690,IO,ARM
3994,83.59,83.59,118450,360,8.625,MI,619,OO,Fix
3995,88.58,88.58,266000,360,6.15,CT,663,OO,Fix
3996,80,100,184000,360,7.7,WA,632,OO,ARM
3997,75,100,87750,360,11.15,WI,523,IO,ARM
3998,85.64,85.64,222650,480,7.99,NC,565,OO,ARM
3999,90,90,226800,480,8.04,FL,621,OO,ARM
4000,90,90,247500,480,9,ME,586,OO,ARM
4001,95,95,327750,360,7.9,TX,636,OO,ARM
4002,80,100,374400,480,7.85,NY,645,OO,ARM
4003,95,95,234650,480,9.15,NV,648,OO,ARM
4004,85,85,73950,360,10.75,MI,505,OO,ARM
4005,90,90,237600,480,8.5,FL,645,IO,ARM
4006,80,100,150400,360,7.95,LA,610,OO,ARM
4007,80,100,508000,480,8.2,CA,650,OO,ARM
4008,80,100,293600,480,6.9,CA,638,OO,ARM
4009,90,90,540000,360,8.825,AZ,616,OO,ARM
4010,95,95,331550,480,9.85,CA,717,IO,ARM
4011,90,90,328500,360,8.55,NJ,583,OO,ARM
4012,95,95,164544,360,9.925,NM,589,OO,ARM
4013,90,90,198900,480,7.95,AZ,561,OO,ARM
4014,90,90,315000,360,10.6,CA,523,OO,ARM
4015,85,85,181900,360,8.5,FL,534,OO,ARM
4016,90,100,113400,360,10.45,MO,521,OO,ARM
4017,95,95,93100,360,8.625,MO,608,OO,ARM
4018,69.09,69.09,266000,360,6.9,NY,567,OO,ARM
4019,80,100,232000,480,7.9,CA,680,OO,ARM
4020,90,90,180000,480,10,MN,558,OO,ARM
4021,90,90,184500,360,8.9,WA,510,OO,ARM
4022,85,85,53550,360,11.55,MO,562,IO,ARM
4023,65,65,53300,360,9.8,MI,501,IO,ARM
4024,80,80,387200,480,7,IL,613,OO,ARM
4025,80,100,480000,360,8.5,NY,681,OO,ARM
4026,90,100,117000,360,8.95,OH,569,OO,ARM
4027,80,100,113200,480,7.975,MS,708,OO,ARM
4028,100,100,115000,480,10.35,MO,632,OO,ARM
4029,20,100,89980,360,12.6,MA,668,OO,Fix
4030,20,100,85000,360,12.5,CA,580,OO,Fix
4031,90,90,175500,360,8.35,FL,667,IO,Fix
4032,85,85,238000,480,7.25,RI,615,OO,Fix
4033,84.98,84.98,267700,360,7.5,CT,704,OO,Fix
4034,80,100,229600,480,7.75,AZ,605,OO,ARM
4035,20,100,76000,360,11.85,CA,615,OO,Fix
4036,90,90,106437,360,8.5,PA,622,OO,Fix
4037,85,85,148750,360,9.25,OH,532,OO,Fix
4038,44.44,44.44,300000,480,8.4,NY,608,OO,ARM
4039,90,100,74700,360,9.65,SD,576,OO,ARM
4040,85,85,527000,360,7.99,CA,576,OO,ARM
4041,90,90,204750,360,8.55,NJ,752,IO,ARM
4042,80,100,101716,480,9.95,TX,658,OO,ARM
4043,80,80,344000,360,7.99,NY,530,OO,ARM
4044,80,100,200800,480,7.9,NJ,662,OO,ARM
4045,80,100,336000,480,8.475,FL,662,OO,ARM
4046,85,85,191250,360,9.15,IL,573,OO,Fix
4047,72.66,72.66,465000,480,7.35,CA,509,OO,ARM
4048,75,75,122250,360,8.45,MD,562,OO,ARM
4049,20,100,21400,360,9.55,TX,663,OO,Fix
4050,89.97,89.97,323000,480,8.4,CA,662,IO,ARM
4051,62.89,62.89,116596,300,7.35,AR,655,OO,Fix
4052,95,95,304000,480,8.75,CA,621,OO,ARM
4053,75,75,132000,360,10.25,MO,502,OO,Fix
4054,80,80,272000,480,8,FL,564,OO,ARM
4055,20,100,66000,360,11.75,FL,624,OO,Fix
4056,90,90,247500,480,8.4,IL,578,OO,ARM
4057,93.72,93.72,403000,360,7.7,MA,603,OO,ARM
4058,55.88,55.88,176700,360,7,FL,630,OO,ARM
4059,90,90,85500,360,9.7,MI,631,IO,ARM
4060,95,95,109250,360,8.2,IL,621,OO,Fix
4061,93.64,93.64,221000,480,9.35,IL,585,OO,ARM
4062,79.22,79.22,122000,360,9.35,MD,518,OO,ARM
4063,20,100,28980,360,11.55,SD,624,OO,Fix
4064,80,100,135552,480,8.5,IL,645,OO,ARM
4065,20,100,64000,360,11.5,CA,604,OO,Fix
4066,80,80,56800,360,9.85,NE,515,OO,Fix
4067,90,90,297000,480,9.55,IL,580,OO,ARM
4068,84.88,84.88,370000,360,6.625,CA,650,OO,ARM
4069,80,100,340000,360,6.7,NY,638,OO,ARM
4070,90,90,120150,360,8.7,MI,677,IO,ARM
4071,20,100,116000,360,11.99,CA,622,OO,Fix
4072,90,100,85500,360,8.95,WI,601,OO,ARM
4073,20,100,55280,360,11.75,MA,638,OO,Fix
4074,80,100,288000,480,8.1,NH,684,OO,ARM
4075,56.52,56.52,130000,360,7.95,MD,589,OO,ARM
4076,20,100,61000,360,12.1,NV,614,OO,Fix
4077,80,100,239960,480,8.2,WA,654,OO,ARM
4078,80,100,143920,480,7.475,IL,655,OO,ARM
4079,80,100,204000,480,7.525,UT,628,OO,ARM
4080,51.84,51.84,268000,480,7,CA,623,OO,Fix
4081,72.31,72.31,470000,360,9.05,CA,543,OO,ARM
4082,76.47,76.47,325000,480,8.95,IL,632,OO,ARM
4083,95,95,356250,480,8.75,CA,649,OO,ARM
4084,51.61,51.61,209000,480,8.09,CA,547,OO,ARM
4085,77.08,77.08,370000,480,6.92,CA,647,OO,ARM
4086,20,100,42972,360,12.1,AZ,613,OO,Fix
4087,90,100,72000,360,8.65,TX,628,IO,ARM
4088,44.29,44.29,124000,360,8.35,FL,620,OO,Fix
4089,95,95,130150,360,7.99,NC,626,OO,Fix
4090,73.53,73.53,250000,480,7.95,AZ,559,OO,ARM
4091,20,100,29200,360,10.55,FL,682,OO,Fix
4092,75,75,363750,480,6.825,CA,563,OO,ARM
4093,82.84,95.55,499999,360,7.125,CA,706,OO,Fix
4094,76.49,76.49,123000,360,7.75,AZ,586,OO,Fix
4095,20,100,24000,360,12.3,MI,600,OO,Fix
4096,80,100,236000,480,7.35,CA,658,OO,ARM
4097,80,80,127200,360,9.725,LA,502,OO,Fix
4098,80,80,84800,360,11.15,KY,537,OO,ARM
4099,20,100,47647,360,12.9,FL,656,OO,Fix
4100,80,100,111600,480,7.9,KY,633,OO,ARM
4101,90,90,169200,480,8.5,CO,564,OO,ARM
4102,52.59,52.59,152500,360,7.75,FL,606,OO,Fix
4103,85,100,110415,360,9.15,TX,539,OO,ARM
4104,76.62,76.62,295000,480,8.7,FL,552,OO,ARM
4105,90,90,146610,360,7.625,KS,712,OO,ARM
4106,20,100,39798,360,10,TX,626,OO,Fix
4107,80,100,340000,480,7.7,NY,648,OO,ARM
4108,80,100,392000,480,7.85,FL,700,OO,ARM
4109,70,70,178500,360,11.8,NC,513,OO,ARM
4110,90,90,266480,240,6.99,FL,727,OO,Fix
4111,80,80,98400,360,7.8,PA,671,OO,ARM
4112,80,100,80000,360,6.3,MI,594,OO,ARM
4113,20,100,33560,360,10,TX,580,OO,Fix
4114,90,90,257310,480,8.99,NV,633,OO,ARM
4115,80,100,264000,360,7.99,CA,634,OO,ARM
4116,80,100,372000,480,8.2,CA,653,OO,ARM
4117,80,100,184000,360,8.45,IL,630,OO,ARM
4118,90,90,260640,300,7.125,MA,719,OO,Fix
4119,80,100,116800,480,8.55,MN,640,OO,ARM
4120,85,85,146200,360,10.4,TX,575,OO,ARM
4121,80,100,112000,360,9.1,AL,644,OO,ARM
4122,75,75,396750,360,9.54,MA,500,OO,Fix
4123,80,100,280000,480,7.9,FL,655,OO,ARM
4124,75,75,176250,360,8.99,AZ,543,OO,ARM
4125,80,100,190000,480,8.7,CA,648,OO,ARM
4126,20,100,26000,360,12.4,SC,621,OO,Fix
4127,80,100,460000,480,7.7,CA,606,OO,ARM
4128,90,90,259830,360,7.75,PA,682,OO,Fix
4129,80,100,115920,360,7.99,SD,624,OO,ARM
4130,43.62,43.62,160000,360,8.75,NJ,630,OO,Fix
4131,90,90,260280,360,6.99,WA,728,OO,Fix
4132,90,90,253080,360,7.125,NC,739,OO,Fix
4133,80,98.84,112000,360,8.95,TX,547,OO,Fix
4134,20,100,70000,360,12.55,FL,655,OO,Fix
4135,90,90,128700,360,8.45,UT,645,OO,ARM
4136,80,80,144000,480,8,AZ,629,OO,ARM
4137,80,100,102400,480,8.25,UT,651,OO,ARM
4138,90,100,236700,360,11.65,MA,678,IO,ARM
4139,80,100,105200,360,9.85,TX,648,OO,ARM
4140,80,80,160000,360,6.95,CT,557,OO,ARM
4141,87.73,87.73,193000,360,9.3,WI,595,OO,ARM
4142,95,95,242250,360,7.999,IL,618,OO,ARM
4143,83.33,83.33,190000,480,6.8,AZ,642,OO,ARM
4144,80,80,136000,360,9.25,TX,702,IO,Fix
4145,95,95,88825,360,9.35,SC,586,OO,ARM
4146,80,100,153600,480,7.95,AZ,681,OO,ARM
4147,59.84,59.84,73000,360,11.8,TX,533,OO,ARM
4148,95,95,337250,360,8.25,CA,700,OO,ARM
4149,90,90,54000,360,10.6,OH,620,IO,Fix
4150,90,90,189000,360,9.625,IL,634,OO,ARM
4151,80,80,286400,480,8.95,NJ,550,OO,ARM
4152,80,100,476000,480,8.6,NY,688,OO,ARM
4153,80,100,159216,480,7.8,FL,640,OO,ARM
4154,33.68,33.68,192000,360,9.05,CA,515,OO,ARM
4155,80,100,476000,480,7.4,CA,723,OO,ARM
4156,90,90,495000,360,6.65,NY,614,OO,ARM
4157,90,100,127800,360,10.05,TX,557,OO,ARM
4158,75,75,152250,360,9.55,AZ,535,OO,ARM
4159,90,90,70650,360,10.55,OH,578,OO,ARM
4160,90,90,56250,360,10.7,IA,554,OO,ARM
4161,80,100,327200,480,6.55,CA,645,OO,ARM
4162,20,100,36000,360,11.9,CO,611,OO,Fix
4163,90,90,106200,360,9.5,MD,504,OO,ARM
4164,90,90,189000,480,7.65,IL,601,OO,ARM
4165,80,100,288000,360,7.775,CA,611,OO,ARM
4166,83.33,83.33,499999,360,8.99,CA,574,IO,ARM
4167,95,95,541500,360,9.5,CA,742,IO,ARM
4168,90,90,90000,360,8.45,TX,558,OO,Fix
4169,90,90,69300,360,10.1,IN,583,IO,Fix
4170,32.3,32.3,646000,360,6,CA,794,OO,Fix
4171,20,100,29400,360,11.8,WI,626,OO,Fix
4172,90,90,144000,360,9.65,OK,686,IO,ARM
4173,78.65,78.65,151000,480,7,FL,607,OO,ARM
4174,80,100,304000,360,6.65,CA,662,OO,ARM
4175,20,100,41000,360,10.99,UT,604,OO,Fix
4176,80,80,380000,360,7.99,PA,625,OO,ARM
4177,90,90,229500,480,7.85,MD,598,OO,ARM
4178,80,80,312000,360,7.05,NY,552,OO,ARM
4179,95,95,103075,480,9.6,MI,555,OO,ARM
4180,71.98,71.98,65500,360,8.8,PA,576,OO,ARM
4181,87.05,87.05,91400,360,7,LA,717,OO,Fix
4182,20,100,59000,360,11.35,MD,626,OO,Fix
4183,90,90,149400,360,9.6,FL,687,IO,ARM
4184,89.55,89.55,90000,480,9.05,IN,558,OO,ARM
4185,85,85,136170,360,9.85,WI,527,OO,ARM
4186,50.51,51.32,498000,360,6,CA,796,OO,Fix
4187,90,90,213300,360,8.15,IL,717,IO,ARM
4188,80,100,192000,360,8.25,ID,625,OO,Fix
4189,90,90,112500,360,9.4,IL,544,OO,ARM
4190,67.43,67.43,118000,360,7.99,IL,511,OO,ARM
4191,80,80,89600,360,7.7,TX,592,OO,ARM
4192,100,100,76500,360,11.6,PA,665,OO,ARM
4193,80,80,224000,360,10.2,NJ,525,IO,ARM
4194,90,90,144000,360,9.75,IL,657,IO,ARM
4195,73.26,73.26,157500,360,8.15,AZ,505,OO,ARM
4196,80,100,196000,360,8.65,AL,610,OO,ARM
4197,80,100,150320,360,8.85,WI,658,OO,ARM
4198,95,95,498750,360,9.95,CA,714,OO,ARM
4199,80,100,84000,360,6.8,MI,640,OO,ARM
4200,80,100,185600,360,8.05,FL,646,OO,ARM
4201,20,100,46000,360,12,AZ,766,OO,Fix
4202,80,80,80000,360,8.925,KS,554,OO,ARM
4203,80,97.99,302400,360,7.7,FL,601,OO,Fix
4204,90,90,494100,360,10.35,UT,695,IO,ARM
4205,80,80,58400,360,8.4,PA,555,OO,Fix
4206,20,100,96000,360,12.75,CA,624,OO,Fix
4207,80,100,480000,480,6.9,CA,628,OO,ARM
4208,95,95,87400,360,10.6,NV,785,IO,ARM
4209,88.3,88.3,283500,360,7.85,MD,658,OO,Fix
4210,93.42,93.42,56050,360,8.5,NC,707,IO,Fix
4211,90,100,67500,360,8.9,MO,583,OO,ARM
4212,80,100,383200,360,7.9,CA,610,OO,ARM
4213,75,75,75000,360,11.15,OH,509,IO,ARM
4214,95,95,460750,360,8.45,NY,645,OO,ARM
4215,83.2,83.2,208000,480,7,MD,597,OO,Fix
4216,84.85,84.85,437000,480,7.5,CA,556,OO,Fix
4217,71.67,71.67,215000,360,11.75,NY,511,OO,ARM
4218,80,100,331200,360,8.2,OR,660,OO,ARM
4219,90,100,106650,480,9.5,MO,584,OO,ARM
4220,95,95,123500,360,9.45,IL,616,OO,ARM
4221,80,100,170000,360,7.99,SC,606,OO,ARM
4222,80,100,324000,480,7.7,CA,677,OO,ARM
4223,90,100,135000,360,9.3,IL,625,OO,ARM
4224,74,74,148000,360,9,CA,524,OO,ARM
4225,54.52,54.52,368000,360,6,CA,756,OO,Fix
4226,90,90,219420,360,7.7,CA,698,OO,ARM
4227,95,95,209000,360,9.5,MO,622,OO,ARM
4228,95,95,91200,360,10.475,TX,623,OO,ARM
4229,90,90,75420,360,9.2,OK,582,OO,ARM
4230,75,75,150000,480,8.225,CO,570,OO,ARM
4231,80,100,221600,360,8.7,UT,679,OO,ARM
4232,80,100,172000,480,8.45,MA,640,OO,ARM
4233,80,100,132000,360,8.45,HI,653,OO,ARM
4234,79.11,94.99,62500,360,8.3,OH,537,OO,Fix
4235,80,100,572000,360,8.75,CA,651,OO,ARM
4236,80,80,565600,480,8.2,CA,626,OO,ARM
4237,80,100,119600,360,7.85,AZ,643,OO,ARM
4238,84.33,84.33,123503,360,7.75,MD,693,IO,Fix
4239,100,100,271500,480,9.8,IL,680,OO,ARM
4240,80,80,148000,360,8.99,LA,528,OO,Fix
4241,90,90,63000,360,10.75,TN,655,IO,ARM
4242,76.59,76.59,183000,300,8.25,PA,560,OO,Fix
4243,80,100,448800,480,8.85,MN,525,OO,ARM
4244,85,85,153000,480,7.05,FL,612,OO,Fix
4245,20,100,45600,360,12.2,WI,610,OO,Fix
4246,92.75,92.75,121500,360,9.95,MI,534,OO,ARM
4247,80,100,260800,480,7.7,FL,600,OO,ARM
4248,80,80,80000,360,11,NY,508,OO,Fix
4249,75,75,1050000,480,8.15,CT,594,OO,ARM
4250,80,80,134400,360,8.55,PA,614,OO,ARM
4251,80,100,164000,360,7.875,FL,638,OO,ARM
4252,18.52,98.52,25001,360,10.9,IL,657,OO,Fix
4253,90,90,173700,360,9.85,OH,566,OO,ARM
4254,95,95,185250,480,8.4,OH,649,IO,ARM
4255,50,50,220000,360,7.5,NY,520,OO,Fix
4256,95,95,251750,360,7,NV,807,OO,Fix
4257,90,90,191700,360,9.9,IL,560,OO,ARM
4258,89.98,89.98,188500,360,7,IL,669,OO,Fix
4259,20,100,44800,360,11.4,FL,628,OO,Fix
4260,80,100,431920,480,6.85,CA,643,OO,ARM
4261,80,100,404000,360,7.7,CA,600,OO,ARM
4262,85,100,158950,360,8.99,CT,614,OO,ARM
4263,80,100,440000,480,7.45,CA,694,OO,ARM
4264,85,100,153000,360,10.1,PA,567,OO,Fix
4265,80,100,136000,360,7.25,NE,681,OO,ARM
4266,90,90,306000,360,6.95,PA,620,OO,ARM
4267,88.77,88.77,324000,480,8.15,CA,600,OO,ARM
4268,90,90,100800,360,8.9,TN,593,OO,Fix
4269,90,100,130500,360,10.2,MO,568,OO,ARM
4270,90,100,188910,360,9.1,MI,540,OO,ARM
4271,80,100,144000,480,7.875,FL,644,OO,ARM
4272,80,100,168000,480,8.2,AZ,641,OO,ARM
4273,80,100,92000,360,8.237,LA,664,OO,ARM
4274,80,80,280000,480,8.95,NJ,601,OO,ARM
4275,90,90,93969,360,10.3,NY,702,OO,Fix
4276,90,90,67500,360,9,MO,552,OO,Fix
4277,80,100,154400,360,7.1,IL,645,OO,ARM
4278,90,100,126000,360,8,TX,680,SH,ARM
4279,90,90,517500,360,6.99,CA,625,OO,ARM
4280,90,90,387000,360,10.5,FL,692,IO,ARM
4281,80,100,169880,480,8.75,MN,655,OO,ARM
4282,90,90,157500,360,6.875,TN,733,OO,Fix
4283,94.92,94.92,580000,480,8.7,NV,667,OO,ARM
4284,90,100,61200,360,10.1,OH,635,IO,ARM
4285,95,100,118750,360,9.3,TX,580,OO,Fix
4286,85,85,386750,480,8,NY,613,OO,ARM
4287,80,100,244000,360,6.75,MD,639,OO,ARM
4288,85,85,165750,360,8.8,IL,518,OO,ARM
4289,80,100,140000,360,8.4,FL,657,OO,ARM
4290,80,100,288000,360,7.8,FL,606,OO,ARM
4291,81.25,81.25,78000,480,8.425,AL,642,OO,ARM
4292,80,100,439200,480,8.35,CA,641,OO,ARM
4293,80,80,364000,480,7.25,NJ,620,OO,ARM
4294,90,90,315000,480,9.25,CA,620,OO,ARM
4295,80,80,200800,480,7.8,IL,528,OO,ARM
4296,80,100,356000,360,8.05,CA,655,OO,ARM
4297,20,100,42700,360,11.85,CT,600,OO,Fix
4298,53.48,54.51,238000,360,6,CO,754,OO,Fix
4299,65,65,492050,360,6.05,MN,759,OO,Fix
4300,74.09,74.09,163000,360,8.8,NJ,505,OO,ARM
4301,80,100,174400,360,8.4,AZ,618,OO,ARM
4302,95,95,208905,360,8.9,FL,620,OO,ARM
4303,80,100,377593,360,6.675,CA,636,OO,ARM
4304,80,100,154000,360,8.875,AZ,638,OO,ARM
4305,90,90,211500,360,12.25,CA,561,IO,ARM
4306,20,100,39000,360,11.4,FL,630,OO,Fix
4307,69.02,69.02,283000,480,8.2,CA,555,OO,ARM
4308,80,80,59200,360,9.3,IL,525,OO,Fix
4309,80,100,131640,480,7.95,IL,605,OO,ARM
4310,20,100,83200,360,10.1,MA,623,OO,Fix
4311,20,100,82800,360,10.8,OR,660,OO,Fix
4312,84.59,84.59,225000,480,7.8,AZ,646,OO,ARM
4313,95,95,167200,360,9.55,PA,613,OO,ARM
4314,90,90,134879.4,360,7.5,OH,649,OO,ARM
4315,80,100,206392,480,8.1,FL,629,OO,ARM
4316,80,100,696000,360,7.5,CA,689,OO,ARM
4317,89.27,89.27,499900,360,7.5,LA,635,OO,Fix
4318,95,95,171000,480,10.025,WI,596,OO,ARM
4319,95,95,115900,360,10.9,TX,612,OO,ARM
